region,price,year,manufacturer,model,condition,cylinders,fuel,transmission,drive,type,odometer_bins
raleigh / durham / CH,19581,2009,chevrolet,silverado 1500,good,5,gas,automatic,4wd,sedan,50k-100k
others,28590,2017,chevrolet,silverado 1500 regular,good,6,gas,other,4wd,pickup,0-20k
others,20986,2016,honda,accord,good,4,gas,automatic,fwd,sedan,20k-50k
others,27990,2018,others,romeo stelvio ti sport,good,5,gas,other,4wd,hatchback,0-20k
others,19581,2014,chrysler,300 4dr sdn 300s awd,good,6,other,automatic,4wd,sedan,50k-100k
denver,39337,2017,bmw,x5,good,5,gas,automatic,4wd,wagon,50k-100k
others,15590,2016,ford,Scion iM Hatchback 4D,good,5,gas,other,fwd,hatchback,20k-50k
cincinnati,19581,2005,honda,odyssey ex w/ leather,good,6,gas,automatic,fwd,sedan,200k-300k
others,16495,2008,toyota,tundra,excellent,8,gas,automatic,4wd,truck,100k-150k
others,18500,2018,nissan,altima,good,4,gas,automatic,fwd,sedan,0-20k
reno / tahoe,40488,2016,chevrolet,silverado 1500 lt 4wd,good,8,gas,automatic,4wd,pickup,50k-100k
tampa bay area,12500,2012,honda,odyssey,excellent,5,gas,automatic,fwd,mini-van,100k-150k
others,10990,2013,nissan,sentra s sedan 4d,good,5,gas,other,fwd,sedan,50k-100k
others,19581,2019,audi,q8 premium sport utility 4d,good,6,gas,automatic,4wd,other,0-20k
tampa bay area,21518,2005,lexus,es 330,good,6,gas,automatic,fwd,sedan,50k-100k
others,19581,2004,others,s60,good,5,gas,automatic,4wd,sedan,100k-150k
others,19581,2010,honda,cr-v,good,4,gas,other,fwd,SUV,100k-150k
atlanta,19581,2006,chevrolet,f-150,good,5,gas,automatic,4wd,sedan,100k-150k
others,30999,2017,chevrolet,silverado 2500 crew cab w/t 4x4,good,8,gas,automatic,4wd,pickup,100k-150k
others,15500,2008,toyota,4runner,excellent,6,gas,automatic,4wd,SUV,100k-150k
others,19581,2019,honda,pilot touring,good,6,gas,automatic,4wd,SUV,0-20k
columbus,7995,2008,acura,mdx,excellent,6,gas,automatic,4wd,SUV,100k-150k
others,21518,1999,mercedes-benz,benz e320 4-matic,good,5,gas,automatic,4wd,sedan,150k-200k
rochester,8990,2012,nissan,leaf sl hatchback 4d,good,5,hybrid,other,fwd,hatchback,20k-50k
"washington, DC",21518,2010,others,mazda3,good,4,gas,automatic,fwd,sedan,150k-200k
others,8495,2011,honda,civic,good,5,gas,automatic,4wd,other,100k-150k
others,12990,2012,others,coupe cooper s 2d,good,5,other,automatic,fwd,coupe,50k-100k
others,22995,2003,ford,HUMMER H2,good,8,gas,automatic,4wd,SUV,50k-100k
others,21518,2005,others,galant,excellent,4,gas,automatic,fwd,sedan,100k-150k
boston,37990,2016,chevrolet,camaro ss coupe 2d,good,8,gas,other,rwd,coupe,0-20k
stockton,20177,2019,kia,optima lx,good,4,gas,automatic,fwd,sedan,20k-50k
albuquerque,19581,2020,ford,super duty f-250 pow,good,5,diesel,automatic,4wd,sedan,20k-50k
others,21518,2007,others,vibe,good,5,gas,automatic,4wd,other,150k-200k
SF bay area,21518,2005,bmw,325i,excellent,6,gas,manual,4wd,sedan,150k-200k
others,30750,2015,chevrolet,tahoe,good,5,gas,automatic,rwd,SUV,100k-150k
others,19581,2018,toyota,highlander,good,5,gas,other,4wd,sedan,20k-50k
others,13995,2011,ford,f-150,good,5,gas,automatic,4wd,sedan,100k-150k
orange county,17500,1979,others,cougar,excellent,8,gas,automatic,rwd,coupe,20k-50k
others,29990,2016,ford,f150 super cab xl pickup 4d,good,6,gas,other,4wd,pickup,20k-50k
others,18999,2013,bmw,x5,excellent,6,gas,automatic,4wd,SUV,50k-100k
seattle-tacoma,10999,2008,nissan,pathfinder le,good,6,gas,automatic,4wd,SUV,100k-150k
others,7495,2013,others,lancer sportback,good,4,gas,automatic,fwd,hatchback,100k-150k
others,37990,2016,chevrolet,camaro ss coupe 2d,good,8,gas,other,rwd,coupe,0-20k
ft myers / SW florida,43500,2020,audi,q5,excellent,4,gas,automatic,4wd,SUV,0-20k
others,29900,2006,chevrolet,corvette,good,8,gas,manual,rwd,coupe,50k-100k
others,19950,2007,chevrolet,silverado 1500 lt,good,8,gas,automatic,4wd,truck,100k-150k
chicago,19581,2011,subaru,legacy,good,5,gas,automatic,4wd,sedan,0-20k
others,7995,2009,ford,Scion tC,like new,4,gas,automatic,fwd,hatchback,50k-100k
others,21518,2001,others,cougar,excellent,6,gas,automatic,fwd,hatchback,0-20k
others,19581,2019,ford,f-150,excellent,6,gas,automatic,4wd,truck,50k-100k
stockton,33999,2012,chevrolet,avalanche,excellent,8,gas,automatic,4wd,pickup,50k-100k
others,28990,2017,audi,a6 3.0t premium plus sedan,good,5,other,other,4wd,sedan,20k-50k
las vegas,21518,2012,nissan,sentra,good,4,gas,automatic,rwd,sedan,150k-200k
detroit metro,17317,2018,chevrolet,malibu lt 1lt,excellent,4,gas,automatic,4wd,sedan,20k-50k
houston,19581,2009,honda,accord lx,good,4,gas,automatic,fwd,sedan,100k-150k
others,21518,2010,others,mazda3,good,4,gas,automatic,fwd,sedan,100k-150k
others,26250,2018,cadillac,xt5,good,6,gas,automatic,fwd,SUV,50k-100k
portland,21518,2005,dodge,durango limited,good,8,gas,automatic,4wd,SUV,200k-300k
others,21518,2007,others,g35x awd,good,6,gas,automatic,4wd,sedan,100k-150k
portland,21518,2016,toyota,4runner,good,6,gas,automatic,4wd,SUV,50k-100k
others,21518,2008,nissan,sentra s,good,5,gas,automatic,4wd,sedan,100k-150k
others,21518,1995,chevrolet,van,good,5,gas,automatic,4wd,sedan,150k-200k
pittsburgh,34420,2011,bmw,m3,good,5,gas,automatic,4wd,other,20k-50k
jacksonville,16999,2012,bmw,x5 xdrive35d,excellent,6,diesel,automatic,4wd,SUV,100k-150k
others,30000,2020,ford,escape,new,4,gas,automatic,fwd,SUV,0-20k
others,9000,1997,ram,f-150,fair,6,diesel,automatic,rwd,sedan,200k-300k
others,34590,2020,others,romeo giulia sedan 4d,good,5,other,other,rwd,sedan,0-20k
others,15897,2016,others,cx-3,excellent,5,gas,automatic,4wd,sedan,50k-100k
others,36590,2019,gmc,sierra 1500 limited double,good,8,gas,other,4wd,pickup,0-20k
long island,8800,2018,honda,civic,like new,4,gas,automatic,fwd,sedan,50k-100k
inland empire,9995,2007,ford,f-150 king ranch supercrew,good,8,gas,automatic,fwd,pickup,150k-200k
others,12500,1997,chevrolet,silverado 1500,good,8,gas,automatic,rwd,pickup,50k-100k
others,21518,2013,kia,soul + wagon 4d,excellent,4,gas,automatic,4wd,wagon,150k-200k
others,29500,2017,mercedes-benz,benz glc300,excellent,4,gas,automatic,4wd,SUV,20k-50k
others,19581,2008,honda,odyssee,good,6,gas,automatic,fwd,SUV,200k-300k
pittsburgh,7500,2008,toyota,rav4,good,4,gas,automatic,4wd,sedan,100k-150k
others,37981,2017,ram,1500,good,5,gas,automatic,4wd,sedan,50k-100k
houston,19581,2017,jeep,renegade,good,4,gas,automatic,fwd,SUV,20k-50k
others,37999,2017,volkswagen,golf r,good,0,gas,manual,4wd,hatchback,0-20k
others,25590,2015,gmc,sierra 1500 regular cab,good,6,other,other,4wd,pickup,20k-50k
others,16988,2011,bmw,3 series,good,6,gas,automatic,rwd,coupe,50k-100k
others,8900,2012,others,mkz,good,6,gas,automatic,4wd,sedan,100k-150k
others,8900,1992,ford,aero max l9000,good,5,diesel,manual,4wd,sedan,400k-500k
others,19990,2021,kia,soul s wagon 4d,good,5,gas,other,fwd,wagon,0-20k
others,29990,2018,chevrolet,colorado crew cab work,good,6,gas,other,4wd,pickup,0-20k
others,15995,2013,ford,taurus,good,6,gas,other,4wd,sedan,50k-100k
phoenix,28990,2018,subaru,brz limited coupe 2d,good,5,gas,other,rwd,coupe,0-20k
"st louis, MO",10693,2012,chrysler,town country,good,5,gas,automatic,fwd,sedan,100k-150k
others,13999,2014,dodge,journey se fwd gas suv,good,5,gas,automatic,fwd,SUV,50k-100k
reno / tahoe,19581,2009,subaru,legacy,excellent,4,gas,automatic,4wd,sedan,50k-100k
others,10490,2013,bmw,5-series,excellent,4,gas,automatic,4wd,sedan,100k-150k
long island,16999,2012,acura,mdx,excellent,6,gas,automatic,4wd,SUV,50k-100k
others,34999,2016,ram,1500,good,8,gas,automatic,4wd,truck,20k-50k
others,29990,2018,others,s90 t5 momentum sedan 4d,good,5,gas,other,4wd,sedan,0-20k
tampa bay area,7794,2002,toyota,tundra,good,8,gas,automatic,rwd,pickup,150k-200k
others,34990,2020,jeep,wrangler sport s utility 2d,good,5,other,other,4wd,other,0-20k
others,14995,2015,toyota,prius,good,4,hybrid,automatic,fwd,hatchback,50k-100k
tucson,18999,2011,chevrolet,avalanche 4x4,excellent,8,gas,automatic,4wd,truck,150k-200k
stockton,18207,2018,honda,civic,good,4,gas,automatic,fwd,sedan,20k-50k
others,19581,2004,chrysler,sebring,good,5,gas,automatic,4wd,sedan,100k-150k
others,21518,2000,chevrolet,silverado 1500,good,5,gas,automatic,4wd,sedan,300k-400k
albuquerque,15999,2014,audi,a4,good,4,gas,automatic,4wd,sedan,50k-100k
denver,21518,1995,ford,Hummer H1,good,5,gas,other,4wd,other,50k-100k
others,29995,2012,chevrolet,silverado,good,5,diesel,automatic,4wd,pickup,100k-150k
denver,8000,1986,ford,f250 4x4,good,5,gas,automatic,4wd,sedan,100k-150k
others,24590,2018,others,mkz select sedan 4d,good,5,gas,automatic,fwd,sedan,0-20k
others,34990,2020,honda,ridgeline sport pickup 4d,good,6,gas,other,4wd,pickup,0-20k
others,21518,2013,ford,taurus sel,good,5,gas,automatic,4wd,sedan,100k-150k
others,29988,2016,ford,f-150 4x4 3.5 ecoboost,excellent,6,gas,automatic,4wd,pickup,50k-100k
stockton,20604,2017,honda,civic,good,4,gas,automatic,fwd,sedan,50k-100k
others,12990,2011,acura,tsx sedan 4d,good,5,other,other,4wd,sedan,50k-100k
others,39590,2019,chevrolet,silverado 1500 ld,good,8,gas,other,4wd,pickup,20k-50k
others,8000,2008,nissan,armada,good,8,gas,automatic,4wd,SUV,150k-200k
others,19581,2009,chevrolet,silverado,good,5,gas,automatic,4wd,pickup,50k-100k
others,19581,2002,chevrolet,tahoe lt,good,5,gas,automatic,4wd,sedan,200k-300k
others,21518,2010,hyundai,sonata,good,4,gas,manual,fwd,sedan,150k-200k
others,16998,2015,ford,POLARIS SLINGSHOT SL,good,5,gas,manual,4wd,sedan,0-20k
others,19581,2012,toyota,prius,good,4,hybrid,automatic,fwd,sedan,200k-300k
others,24990,2017,lexus,es 350 sedan 4d,good,6,gas,automatic,fwd,sedan,20k-50k
others,19988,2018,kia,sorento,like new,5,gas,automatic,4wd,sedan,20k-50k
others,10995,2010,cadillac,srx,good,6,gas,automatic,fwd,sedan,100k-150k
milwaukee,17977,2014,ford,e350sd,good,8,other,automatic,4wd,van,50k-100k
sacramento,19581,2003,toyota,celica gt,good,4,gas,automatic,4wd,sedan,150k-200k
los angeles,21518,2016,chevrolet,spark ls hatchback 4d,excellent,4,gas,manual,fwd,hatchback,50k-100k
north jersey,19581,2002,audi,a4,good,5,gas,automatic,4wd,sedan,100k-150k
others,21518,2003,gmc,yukon,good,5,gas,automatic,4wd,sedan,200k-300k
others,21590,2016,acura,rdx sport utility 4d,good,5,other,automatic,fwd,SUV,20k-50k
others,7995,2010,others,xc70 awd,excellent,6,gas,automatic,4wd,wagon,150k-200k
others,21518,2008,ford,taurus sel,excellent,6,gas,automatic,fwd,sedan,0-20k
others,7800,1953,jeep,f-150,good,6,gas,manual,4wd,SUV,500k+
los angeles,7450,2007,toyota,sequoia,good,8,gas,automatic,rwd,SUV,50k-100k
others,19581,2001,bmw,3 series 325i,good,6,gas,manual,rwd,sedan,100k-150k
others,31990,2016,ram,1500,good,8,gas,automatic,4wd,truck,100k-150k
others,45000,2015,chevrolet,silverado,good,5,diesel,automatic,4wd,truck,150k-200k
inland empire,11850,2015,kia,optima,good,5,other,other,4wd,sedan,100k-150k
cleveland,21518,1997,jeep,wrangler,good,6,gas,manual,4wd,convertible,200k-300k
others,19581,2019,kia,optima lx auto,good,5,other,automatic,fwd,sedan,20k-50k
sacramento,19581,2011,nissan,rogue s,like new,4,gas,automatic,fwd,SUV,50k-100k
phoenix,23900,2018,hyundai,santa fe sport,good,4,gas,automatic,fwd,SUV,0-20k
others,28988,2017,gmc,acadia slt-1,good,6,gas,automatic,4wd,SUV,20k-50k
others,21518,2009,toyota,prius,like new,4,hybrid,automatic,fwd,hatchback,100k-150k
atlanta,19581,1992,ford,f-150,good,5,gas,automatic,4wd,sedan,50k-100k
cleveland,21518,2009,honda,accord lx,excellent,6,gas,automatic,fwd,sedan,150k-200k
others,21518,2003,chevrolet,silverado 1500 4x4,fair,8,gas,manual,4wd,truck,100k-150k
others,7995,2007,toyota,rav4,excellent,4,gas,automatic,4wd,SUV,100k-150k
"st louis, MO",19990,2017,mercedes-benz,b-class b 250e,good,5,gas,other,fwd,hatchback,0-20k
atlanta,29590,2019,acura,tlx 2.4 w/technology pkg,good,5,gas,other,fwd,sedan,20k-50k
others,36590,2018,ram,1500 crew cab slt pickup 4d,good,5,other,other,4wd,pickup,20k-50k
detroit metro,29895,2018,gmc,sierra 1500,excellent,6,gas,automatic,4wd,truck,20k-50k
others,17950,2012,gmc,sierra 1500,excellent,8,gas,automatic,4wd,truck,100k-150k
others,31991,2013,chevrolet,avalanche,good,5,other,automatic,4wd,truck,50k-100k
others,12000,2013,kia,optima,excellent,4,gas,automatic,fwd,sedan,50k-100k
others,21518,2009,others,g6,good,5,gas,automatic,4wd,sedan,150k-200k
others,19581,2009,dodge,challenger se,good,5,gas,automatic,rwd,coupe,50k-100k
dallas / fort worth,19581,2016,ford,f-150,good,5,gas,automatic,4wd,pickup,50k-100k
grand rapids,13995,2015,ford,explorer 4x4,good,6,gas,automatic,4wd,SUV,100k-150k
others,34590,2019,gmc,sierra 1500 double cab,good,8,gas,other,4wd,pickup,20k-50k
others,21518,2003,acura,mdx,good,6,gas,automatic,4wd,SUV,150k-200k
others,44995,2015,ram,2500,good,5,diesel,automatic,4wd,sedan,50k-100k
las vegas,21518,2002,others,lesabre,excellent,6,gas,automatic,fwd,sedan,100k-150k
others,22100,2019,dodge,journey,good,4,gas,automatic,fwd,SUV,0-20k
colorado springs,21518,2002,mercedes-benz,c320,excellent,6,gas,automatic,rwd,wagon,50k-100k
denver,25999,2006,chevrolet,silverado 2500hd lt1,good,8,diesel,automatic,4wd,truck,150k-200k
others,41680,2020,ford,f-250 super duty ext cab,excellent,8,gas,automatic,4wd,truck,0-20k
others,15590,2016,chevrolet,cruze limited 1lt,good,5,gas,automatic,fwd,sedan,0-20k
others,46988,2019,ford,f-150,good,8,gas,automatic,4wd,truck,20k-50k
charlotte,11999,2008,nissan,frontier,good,5,gas,automatic,fwd,pickup,150k-200k
others,8395,2012,jeep,compass,good,4,gas,automatic,4wd,SUV,100k-150k
denver,10900,2007,chevrolet,silverado,excellent,8,gas,automatic,4wd,pickup,150k-200k
sacramento,10787,2003,gmc,sierra 2500hd,excellent,8,gas,automatic,rwd,truck,150k-200k
others,20998,2019,kia,sorento,good,6,gas,automatic,fwd,SUV,20k-50k
others,36990,2016,gmc,sierra 2500 hd double cab,good,8,gas,other,4wd,pickup,20k-50k
others,26000,2010,ford,f-150,excellent,8,gas,automatic,4wd,sedan,100k-150k
others,34990,2017,chevrolet,silverado 1500 crew,good,5,other,other,4wd,pickup,20k-50k
dallas / fort worth,34590,2018,ram,1500 crew cab lone star,good,6,gas,other,4wd,pickup,20k-50k
spokane / coeur d'alene,19581,2015,ford,focus,good,5,other,automatic,4wd,sedan,20k-50k
others,36590,2019,ram,1500 classic crew cab,good,6,diesel,other,4wd,pickup,0-20k
others,44894,2017,ford,super duty f-250,good,8,diesel,automatic,4wd,truck,100k-150k
others,13000,2018,dodge,challenger,good,5,other,automatic,rwd,coupe,20k-50k
others,30590,2020,ford,mustang ecoboost,good,5,gas,other,rwd,other,20k-50k
orange county,21518,2013,hyundai,elantra,good,4,gas,automatic,fwd,sedan,150k-200k
others,21518,2003,toyota,camry xle,good,4,gas,automatic,fwd,sedan,150k-200k
others,11000,1999,ford,f-250,good,8,diesel,automatic,4wd,truck,200k-300k
others,14900,2012,ford,international prostar,excellent,6,diesel,manual,rwd,truck,500k+
others,21518,2011,ford,explorer 4wd,fair,6,gas,automatic,4wd,SUV,150k-200k
others,19581,2018,chevrolet,silverado 1500,good,6,gas,automatic,4wd,truck,20k-50k
"st louis, MO",21518,2009,hyundai,elantra,excellent,4,gas,manual,fwd,sedan,150k-200k
others,24990,2015,acura,mdx sh-awd sport utility,good,5,other,other,4wd,SUV,50k-100k
raleigh / durham / CH,10990,2010,honda,crv lx,excellent,4,gas,automatic,4wd,SUV,100k-150k
others,42999,2021,toyota,tacoma,good,5,gas,automatic,fwd,pickup,0-20k
others,19581,2017,ford,f-250 superduty lariat crew 6.7 liter,good,8,other,automatic,4wd,pickup,50k-100k
phoenix,8599,2007,chrysler,crossfire,excellent,6,gas,automatic,rwd,coupe,100k-150k
new york city,21518,2009,others,enclave cxl awd,like new,6,gas,automatic,4wd,sedan,100k-150k
oklahoma city,33990,2007,ford,Hino 268,good,6,diesel,automatic,rwd,truck,150k-200k
minneapolis / st paul,15750,1968,chevrolet,f-150,good,5,gas,manual,4wd,truck,20k-50k
others,18881,2016,jeep,cherokee,good,4,gas,automatic,fwd,SUV,50k-100k
baltimore,24990,2016,others,xc60 t6 platinum sport,good,5,other,other,4wd,other,20k-50k
rochester,21518,2006,ford,newport coachworks,good,10,gas,automatic,rwd,sedan,50k-100k
others,16000,1959,ford,Nash Metropolitan,good,6,gas,manual,fwd,convertible,0-20k
minneapolis / st paul,32999,2015,chevrolet,silverado,good,8,diesel,automatic,4wd,sedan,100k-150k
others,21518,2004,others,g35,good,5,gas,automatic,4wd,sedan,150k-200k
orlando,19581,2014,chevrolet,silverado,good,5,other,automatic,4wd,pickup,100k-150k
others,31428,2019,chevrolet,blazer,good,5,gas,automatic,fwd,sedan,0-20k
others,21518,2001,cadillac,deville,excellent,8,gas,automatic,4wd,sedan,150k-200k
others,12900,2014,kia,optima lx,like new,4,gas,automatic,fwd,sedan,150k-200k
others,10500,1996,chevrolet,silverado 1500,new,8,gas,automatic,4wd,truck,100k-150k
others,19581,1993,mercedes-benz,400,good,5,gas,automatic,4wd,sedan,50k-100k
orange county,21518,2015,nissan,versa hatchback sv,excellent,4,gas,automatic,4wd,sedan,50k-100k
others,18590,2017,toyota,camry le sedan 4d,good,5,gas,other,fwd,sedan,20k-50k
others,48495,2019,ram,all-new 1500,good,8,gas,automatic,4wd,truck,50k-100k
others,21518,2006,volkswagen,beetle,good,5,gas,automatic,fwd,hatchback,100k-150k
others,21518,2000,dodge,dakota r/t,good,8,gas,automatic,rwd,truck,50k-100k
cleveland,17990,2012,acura,rdx sh-awd sport utility,good,5,gas,automatic,4wd,SUV,50k-100k
others,21518,1990,ford,1990 P 30,good,8,gas,manual,rwd,truck,100k-150k
others,25250,2017,dodge,durango,good,5,gas,automatic,4wd,sedan,20k-50k
grand rapids,12997,2013,ford,edge,excellent,6,gas,automatic,fwd,sedan,50k-100k
SF bay area,21518,2004,ford,mustang,good,8,gas,automatic,rwd,sedan,150k-200k
others,43999,2018,ford,2018,good,5,gas,automatic,4wd,sedan,20k-50k
others,21518,1972,gmc,sierra 1500,good,8,gas,automatic,rwd,sedan,50k-100k
others,7995,2008,chevrolet,silverado 1500,good,5,gas,automatic,4wd,sedan,150k-200k
others,23349,2017,ford,edge,good,4,gas,automatic,fwd,SUV,50k-100k
others,17850,2011,ford,f-150,excellent,6,gas,automatic,4wd,truck,100k-150k
others,11988,2008,others,g37 coupe,good,6,gas,automatic,rwd,coupe,100k-150k
others,13894,2017,jeep,compass latitude fwd gas,good,5,gas,automatic,fwd,SUV,50k-100k
others,19900,2007,ford,f450 xl,good,5,gas,automatic,4wd,sedan,50k-100k
others,22950,2011,ford,e-450,excellent,10,gas,automatic,rwd,bus,50k-100k
others,15500,2014,audi,a6 premium plus,good,5,gas,automatic,4wd,sedan,100k-150k
others,19581,2005,ford,cars trucks vans,like new,4,gas,automatic,rwd,sedan,100k-150k
others,25500,2020,others,outlander,new,5,gas,automatic,4wd,sedan,0-20k
san diego,19581,2018,ford,escape se pre-owned,good,4,gas,automatic,fwd,SUV,50k-100k
baltimore,27990,2020,ford,ranger supercab xl pickup,good,5,gas,other,4wd,pickup,0-20k
others,21518,1996,chevrolet,silverado,good,8,gas,automatic,4wd,sedan,150k-200k
others,19581,2013,subaru,xv crosstrek,good,5,gas,automatic,4wd,wagon,150k-200k
others,17875,1995,chevrolet,corvette,good,5,gas,automatic,4wd,convertible,50k-100k
others,16995,2013,chevrolet,silverado,good,5,gas,automatic,4wd,sedan,150k-200k
others,24995,2016,dodge,charger se awd,like new,6,gas,automatic,4wd,sedan,20k-50k
others,21518,2005,lexus,rx 330 awd,good,6,gas,automatic,4wd,SUV,150k-200k
rochester,17495,2016,honda,odyssey se,excellent,6,gas,automatic,fwd,mini-van,100k-150k
others,35900,2013,chevrolet,silverado 3500hd,excellent,8,gas,automatic,4wd,truck,50k-100k
detroit metro,9000,2011,gmc,acadia denali,excellent,6,gas,automatic,4wd,SUV,100k-150k
others,19581,2016,others,qx80,good,5,gas,automatic,4wd,sedan,50k-100k
others,24900,2012,gmc,yukon,excellent,8,gas,automatic,4wd,SUV,100k-150k
others,19581,2014,ford,fusion,good,5,gas,automatic,fwd,sedan,100k-150k
others,12500,1983,chevrolet,silverado,good,8,gas,automatic,fwd,truck,50k-100k
others,8500,2008,bmw,328i,good,5,gas,automatic,4wd,sedan,50k-100k
baltimore,31990,2019,acura,rdx sport utility 4d,good,5,gas,other,fwd,SUV,0-20k
others,9499,2012,others,enclave,good,5,gas,automatic,fwd,SUV,150k-200k
others,21518,2005,honda,odyssey,good,6,gas,automatic,fwd,van,150k-200k
columbus,21518,2013,nissan,altima 2.5 s,good,4,gas,automatic,fwd,sedan,100k-150k
tampa bay area,29999,2016,chevrolet,silverado 1500,like new,8,gas,automatic,4wd,truck,100k-150k
north jersey,19581,2017,chevrolet,silverado,good,5,gas,automatic,4wd,pickup,20k-50k
others,35988,2018,jeep,grand cherokee,like new,6,gas,automatic,4wd,sedan,50k-100k
others,23995,2015,chevrolet,silverado 1500,excellent,5,gas,automatic,4wd,pickup,100k-150k
others,45990,2014,chevrolet,corvette stingray z51,good,8,gas,other,rwd,convertible,0-20k
others,35995,2011,chevrolet,corvette,good,8,gas,automatic,rwd,coupe,20k-50k
